TargetFeature,Subject,Age,Ethnicity,Sex,Block,Trial,Lag,T1SPE,T2SPE,T2isT1,T1Pos,T2Pos,T1Resp,T2Resp,T1Conf,T2Conf,T1RespPos,T2RespPos,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
Annulus,120,19,Native American,male,2,27,9,0,1,0,10,19,A,C,3,3,10,20,B,L,Q,P,V,R,H,J,M,A,T,K,E,Z,I,U,D,X,O,C,F,N,Y,W,G,S
Annulus,120,19,Native American,male,2,28,2,-1,12,0,8,10,P,O,3,3,7,22,R,A,H,Z,N,X,P,U,W,J,F,M,I,E,S,Y,B,G,V,Q,D,O,T,C,L,K
Annulus,120,19,Native American,male,2,29,9,0,0,0,10,19,W,B,3,3,10,19,I,L,O,D,G,Z,F,X,R,W,T,J,K,V,P,E,A,S,B,Y,Q,H,M,C,U,N
Annulus,120,19,Native American,male,2,30,9,0,0,0,6,15,F,B,3,3,6,15,R,L,U,T,C,F,Q,X,V,S,I,A,H,N,B,E,Z,O,G,M,J,P,Y,K,W,D
Annulus,120,19,Native American,male,2,31,3,0,-4,0,8,11,F,O,2,3,8,7,B,T,X,Y,Z,Q,O,F,S,J,M,N,H,I,G,D,C,U,V,W,E,P,A,R,L,K
Annulus,120,19,Native American,male,2,32,6,2,-1,0,10,16,H,W,3,2,12,15,B,C,F,L,T,D,N,V,U,K,E,H,I,R,W,M,X,J,P,O,Y,S,Z,G,A,Q
Annulus,120,19,Native American,male,2,33,2,0,-8,0,6,8,J,DE,1,1,6,,A,N,X,V,Q,J,F,H,P,O,D,G,U,B,E,L,K,I,Z,W,R,Y,S,M,T,C
Annulus,120,19,Native American,male,2,34,3,-2,1,0,9,12,C,S,2,2,7,13,W,U,M,F,Y,J,C,Q,O,G,T,I,S,P,X,B,D,R,L,Z,K,A,H,V,E,N
Annulus,120,19,Native American,male,2,35,1,13,10,0,6,7,F,V,2,2,19,17,K,X,U,H,D,J,G,B,A,T,I,Y,Q,Z,S,R,V,P,F,N,E,W,L,O,M,C
Annulus,120,19,Native American,male,2,36,6,17,8,0,8,14,Y,C,2,2,25,22,W,M,G,D,J,P,Z,K,Q,O,S,F,I,V,H,E,U,A,R,B,N,C,T,X,Y,L
Annulus,120,19,Native American,male,2,37,6,-6,-12,0,6,12,,,2,,,,A,Q,I,K,J,M,E,V,B,T,W,Y,F,R,U,D,Z,P,G,S,O,C,N,H,L,X
Annulus,120,19,Native American,male,2,38,9,11,-10,0,9,18,E,R,2,,20,8,C,Z,L,X,G,W,H,R,B,S,I,V,J,K,Q,T,U,M,O,E,N,P,D,F,Y,A
Annulus,120,19,Native American,male,2,39,6,-7,-13,0,7,13,,,,,,,X,O,M,U,T,A,J,I,F,C,D,S,V,P,E,L,R,K,B,Y,N,W,Z,H,Q,G
Annulus,120,19,Native American,male,2,40,2,5,-11,0,9,11,J,JJ,3,3,14,,A,U,D,I,T,Q,P,R,W,O,V,M,N,J,G,K,E,H,Z,L,C,F,B,X,Y,S
Annulus,120,19,Native American,male,2,41,6,-4,-10,0,6,12,J,J,3,3,2,2,V,J,F,G,R,O,K,A,S,T,C,N,E,B,D,Y,P,Z,U,W,L,M,I,H,X,Q
Annulus,120,19,Native American,male,2,42,2,-2,10,0,8,10,R,F,1,3,6,20,B,A,T,V,E,R,K,Z,U,O,D,M,G,I,X,J,P,W,S,F,Y,N,L,Q,C,H
Annulus,120,19,Native American,male,2,43,1,2,-1,1,9,10,B,V,3,2,11,9,C,X,P,N,W,K,J,Q,V,Z,B,F,Y,H,T,L,D,R,G,A,M,U,S,E,O,I
Annulus,120,19,Native American,male,2,44,6,-4,-5,0,10,16,M,N,2,2,6,11,G,T,J,Y,O,M,E,R,P,H,N,S,D,A,K,Q,B,W,F,C,X,L,I,Z,U,V
Annulus,120,19,Native American,male,2,45,2,-2,-4,0,7,9,M,M,2,2,5,5,B,C,J,U,M,T,Z,Q,X,H,I,D,O,Y,R,L,G,E,S,K,W,N,P,A,V,F
Annulus,120,19,Native American,male,2,46,1,1,-5,0,9,10,S,D,3,2,10,5,J,L,Y,O,D,P,Q,G,X,S,H,U,C,K,M,N,T,W,E,F,R,Z,A,I,V,B
Annulus,120,19,Native American,male,2,47,1,1,-11,0,10,11,S,VC,3,2,11,,O,W,N,B,G,X,Z,F,K,H,S,D,U,E,A,V,Y,T,I,P,L,C,J,R,M,Q
Annulus,120,19,Native American,male,2,48,2,6,-8,0,6,8,G,,2,,12,,L,N,S,I,C,Q,U,R,H,T,M,G,B,J,Y,E,W,D,V,X,A,Z,K,F,O,P
Annulus,120,19,Native American,male,2,49,6,-8,-4,0,8,14,,E,3,,,10,F,M,P,V,Q,K,G,D,C,E,S,J,T,Z,Y,L,H,O,W,N,I,R,X,B,A,U
Annulus,120,19,Native American,male,2,50,2,-7,14,0,10,12,D,C,2,2,3,26,R,Q,D,N,M,X,U,F,Y,K,W,T,Z,H,O,A,E,P,B,L,I,J,S,V,G,C
Annulus,120,19,Native American,male,3,1,3,-6,-9,0,6,9,,,2,2,,,A,K,F,O,S,Y,J,X,R,Z,L,B,P,C,V,Q,H,T,G,M,U,N,D,E,I,W
Annulus,120,19,Native American,male,3,2,1,-7,-8,0,7,8,,DD,,,,,K,Y,G,H,P,V,S,M,D,A,R,E,Q,C,Z,B,T,F,N,L,W,U,O,I,X,J
Annulus,120,19,Native American,male,3,3,2,10,8,0,8,10,D,D,3,3,18,18,Z,L,A,Y,K,C,M,T,V,B,G,J,O,I,W,E,F,D,X,R,U,Q,H,N,P,S
Annulus,120,19,Native American,male,3,4,2,-9,-9,0,9,11,,D,,3,,2,U,D,M,O,K,W,V,B,R,T,N,F,Q,S,Y,G,Z,L,J,H,P,A,X,E,I,C
Annulus,120,19,Native American,male,3,5,6,-5,7,0,7,13,D,X,2,,2,20,V,D,B,R,O,Y,I,A,J,L,C,W,N,M,Q,G,F,E,K,X,Z,U,P,T,H,S
Annulus,120,19,Native American,male,3,6,1,18,12,0,6,7,L,D,2,2,24,19,C,U,X,S,K,T,G,J,Q,I,Z,N,P,M,V,O,E,Y,D,F,R,W,A,L,B,H
Annulus,120,19,Native American,male,3,7,3,-5,1,0,8,11,L,D,2,2,3,12,E,S,L,T,G,X,Q,A,C,Y,B,D,F,R,Z,W,I,J,O,U,N,M,K,V,H,P
Annulus,120,19,Native American,male,3,8,1,4,3,0,9,10,D,D,2,1,13,13,I,R,X,T,C,B,E,S,P,G,F,M,D,L,U,W,A,J,Q,O,V,N,Y,H,K,Z
Annulus,120,19,Native American,male,3,9,9,-7,-16,0,10,19,C,C,2,3,3,3,S,L,C,D,P,J,G,X,U,V,W,B,Z,I,F,R,T,Q,A,E,N,K,M,O,Y,H
Annulus,120,19,Native American,male,3,10,9,-1,-10,0,6,15,E,E,2,3,5,5,G,A,Z,P,E,X,L,R,J,K,F,S,M,C,T,O,B,Q,U,V,D,N,I,Y,H,W
Annulus,120,19,Native American,male,3,11,6,-4,9,0,9,15,D,C,2,2,5,24,M,Y,K,E,D,N,X,U,L,B,J,G,H,O,V,Z,T,F,W,I,P,R,A,C,Q,S
Annulus,120,19,Native American,male,3,12,3,-6,-9,0,9,12,D,D,2,2,3,3,Z,V,D,G,W,R,C,J,H,U,Y,F,X,L,T,M,O,S,I,Q,A,P,B,N,K,E
Annulus,120,19,Native American,male,3,13,2,-5,12,0,6,8,D,C,2,3,1,20,D,Y,S,U,N,G,B,I,T,Z,F,O,J,M,P,V,E,A,K,C,Q,L,R,X,H,W
Annulus,120,19,Native American,male,3,14,1,5,6,0,6,7,J,N,3,3,11,13,C,O,V,M,R,U,T,Q,S,F,J,Z,N,X,L,D,I,K,E,B,Y,G,W,P,A,H
Annulus,120,19,Native American,male,3,15,6,20,-8,0,6,12,Q,D,1,2,26,4,Z,R,A,D,H,J,G,U,E,W,B,L,P,F,K,X,S,T,O,Y,V,M,I,C,N,Q
Annulus,120,19,Native American,male,3,16,9,10,1,0,6,15,D,D,2,3,16,16,B,U,N,G,Q,L,H,X,W,S,P,I,J,M,K,D,T,E,F,O,Z,R,A,C,Y,V
Annulus,120,19,Native American,male,3,17,2,0,6,0,7,9,B,R,3,3,7,15,I,T,M,D,Y,A,B,V,O,Q,U,X,K,J,R,S,L,F,N,G,C,E,W,H,Z,P
Annulus,120,19,Native American,male,3,18,3,11,-10,0,7,10,B,,,,18,,K,N,O,D,V,E,T,H,S,U,Z,R,F,J,Q,W,C,B,I,G,L,X,P,Y,A,M
Annulus,120,19,Native American,male,3,19,2,-6,-10,0,10,12,S,D,1,2,4,2,A,D,V,S,Y,Z,J,K,L,U,W,T,Q,G,O,M,F,E,H,P,C,B,X,R,I,N
Annulus,120,19,Native American,male,3,20,2,16,-7,0,8,10,V,C,2,2,24,3,K,P,C,N,Y,R,O,Q,W,U,E,A,B,F,Z,L,D,T,I,H,X,G,M,V,J,S
Annulus,120,19,Native American,male,3,21,9,4,-9,1,7,16,M,D,1,1,11,7,A,R,S,V,N,Q,D,F,W,J,M,I,E,H,G,T,U,C,B,Z,L,K,P,Y,O,X
Annulus,120,19,Native American,male,3,22,9,1,1,0,8,17,C,M,3,3,9,18,A,L,Y,V,H,Q,I,D,C,W,E,N,G,B,O,R,J,M,T,X,U,F,S,K,P,Z
Annulus,120,19,Native American,male,3,23,3,-7,5,0,10,13,B,C,3,3,3,18,K,W,B,M,G,L,H,I,Y,A,D,X,F,N,E,Q,R,C,O,V,P,T,J,U,Z,S
Annulus,120,19,Native American,male,3,24,9,0,2,0,9,18,R,C,3,2,9,20,A,V,M,U,F,T,D,N,R,L,Z,B,W,Q,K,S,E,H,O,C,G,P,I,X,J,Y
Annulus,120,19,Native American,male,3,25,3,5,-6,0,7,10,V,D,2,3,12,4,T,P,Q,D,H,C,K,B,O,A,W,V,Y,N,G,J,M,E,R,F,X,S,Z,L,U,I
Annulus,120,19,Native American,male,3,26,9,-3,-19,0,10,19,B,,3,3,7,,C,V,I,W,R,F,B,U,A,E,S,G,K,M,H,L,J,P,T,O,D,Y,Z,N,Q,X
Annulus,120,19,Native American,male,3,27,1,0,17,0,8,9,Z,S,3,2,8,26,I,R,J,M,Y,T,X,Z,A,F,L,N,B,E,D,G,C,W,O,K,V,U,Q,H,P,S
Annulus,120,19,Native American,male,3,28,1,4,2,0,10,11,F,D,2,2,14,13,N,W,B,L,C,Z,K,Y,J,V,E,U,D,F,R,H,I,A,P,S,X,M,T,O,Q,G
Annulus,120,19,Native American,male,3,29,1,17,16,0,8,9,D,D,2,2,25,25,R,M,P,G,I,J,E,X,K,S,H,Z,U,F,A,O,C,Q,B,Y,W,V,N,T,D,L
Annulus,120,19,Native American,male,3,30,3,7,5,0,6,9,F,D,2,2,13,14,I,K,T,M,W,J,Z,Q,E,C,B,X,F,D,U,A,P,L,V,N,H,G,R,S,Y,O
Annulus,120,19,Native American,male,3,31,2,3,14,0,10,12,L,M,3,2,13,26,T,Z,F,R,Y,N,C,H,B,U,A,S,L,W,D,X,J,G,V,K,O,I,E,Q,P,M
Annulus,120,19,Native American,male,3,32,9,1,9,0,7,16,M,D,2,1,8,25,I,U,S,C,P,V,K,M,T,H,W,X,A,J,Y,G,O,E,L,F,N,Z,Q,R,D,B
Annulus,120,19,Native American,male,3,33,3,3,4,0,8,11,L,S,2,2,11,15,E,O,D,X,W,Z,K,N,C,Q,L,T,F,H,S,A,U,P,Y,R,B,G,J,I,M,V
Annulus,120,19,Native American,male,3,34,6,0,-1,0,9,15,H,B,3,2,9,14,J,U,L,C,N,R,A,S,H,Y,D,I,M,B,E,G,F,W,P,X,V,T,O,Z,K,Q
Annulus,120,19,Native American,male,3,35,6,2,-16,0,10,16,V,WQ,3,,12,,T,Y,W,F,O,D,H,L,Q,N,U,V,R,B,A,E,P,C,S,X,I,G,M,Z,J,K
Annulus,120,19,Native American,male,3,36,9,0,1,0,8,17,H,T,3,3,8,18,Z,Q,R,W,M,L,X,H,G,F,Y,K,P,C,I,E,U,T,A,V,J,S,B,N,O,D
Annulus,120,19,Native American,male,3,37,6,1,7,0,8,14,S,X,2,,9,21,C,Q,L,D,K,A,U,F,S,P,I,B,Z,W,O,M,V,J,H,N,X,R,E,Y,T,G
Annulus,120,19,Native American,male,3,38,2,-5,-10,0,9,11,G,S,3,3,4,1,S,V,W,G,U,X,Y,B,C,Q,D,F,O,N,H,K,T,J,R,E,I,M,L,Z,A,P
Annulus,120,19,Native American,male,3,39,2,3,-8,0,6,8,M,,,2,9,,U,P,Q,H,Z,N,A,D,M,G,J,O,F,X,S,L,K,T,I,Y,V,R,C,B,W,E
Annulus,120,19,Native American,male,3,40,1,13,12,0,10,11,M,M,2,2,23,23,N,O,G,Z,H,R,T,X,J,E,W,Q,B,V,P,U,F,S,Y,L,A,C,M,K,D,I
Annulus,120,19,Native American,male,3,41,6,0,7,0,10,16,Z,D,2,2,10,23,L,K,O,E,C,G,T,X,F,Z,I,B,U,M,Q,V,S,J,P,H,A,W,D,R,Y,N
Annulus,120,19,Native American,male,3,42,1,0,7,0,7,8,R,D,3,2,7,15,X,E,A,Q,N,C,R,O,S,Y,G,U,M,H,D,F,I,J,K,V,B,Z,L,W,T,P
Annulus,120,19,Native American,male,3,43,1,3,-10,0,9,10,M,,2,,12,,F,J,Y,Q,Z,I,S,U,H,R,X,M,O,T,G,B,K,E,P,W,C,A,D,V,N,L
Annulus,120,19,Native American,male,3,44,9,-2,-9,1,9,18,R,D,3,2,7,9,O,J,H,Y,N,M,R,E,D,B,C,V,I,S,T,W,U,G,K,F,P,X,Z,A,Q,L
Annulus,120,19,Native American,male,3,45,6,-2,-12,0,6,12,D,,,3,4,,F,B,V,D,J,H,Q,K,E,G,U,O,X,Y,S,W,M,A,Z,I,P,N,L,R,C,T
Annulus,120,19,Native American,male,3,46,6,4,-11,0,8,14,H,V,3,2,12,3,L,T,V,N,Z,K,R,M,G,B,Q,H,S,E,P,U,O,C,Y,I,X,J,A,W,F,D
Annulus,120,19,Native American,male,3,47,3,5,-4,0,10,13,B,C,3,1,15,9,Z,H,D,R,A,I,X,S,C,Y,F,P,J,O,B,W,Q,L,U,N,V,T,M,K,G,E
Annulus,120,19,Native American,male,3,48,3,-9,-7,0,9,12,,D,3,3,,5,U,S,P,E,D,Z,Y,K,C,F,N,L,M,R,W,Q,I,G,A,B,V,T,O,X,J,H
Annulus,120,19,Native American,male,3,49,6,16,10,0,7,13,S,S,3,2,23,23,W,J,V,Y,R,B,A,X,Q,M,I,E,D,F,H,K,T,P,L,Z,G,N,S,U,C,O
Annulus,120,19,Native American,male,3,50,2,-4,10,0,7,9,F,D,3,3,3,19,R,Q,F,W,C,N,Z,H,K,I,L,S,G,B,Y,E,A,M,D,P,J,T,U,X,V,O
Annulus,120,19,Native American,male,4,1,3,12,-3,1,7,10,R,D,3,3,19,7,I,G,S,B,W,N,D,O,M,E,P,F,C,A,Y,T,J,U,R,Q,L,Z,H,X,V,K
Annulus,120,19,Native American,male,4,2,9,-9,-9,1,9,18,,D,2,2,,9,C,J,I,U,S,Q,L,X,D,P,M,W,E,H,F,Z,B,N,G,K,Y,O,R,T,A,V
Annulus,120,19,Native American,male,4,3,3,0,-3,1,6,9,S,S,2,3,6,6,Z,Y,N,O,R,S,L,I,A,G,T,C,F,E,B,X,D,U,K,J,V,Q,H,W,P,M
Annulus,120,19,Native American,male,4,4,1,2,-10,0,9,10,S,,,,11,,P,X,B,H,Y,C,R,E,Q,V,S,T,Z,K,I,L,N,D,A,F,M,J,W,G,O,U
Annulus,120,19,Native American,male,4,5,9,0,-4,0,7,16,J,M,2,1,7,12,G,H,B,Z,V,O,J,L,X,I,E,M,K,T,U,S,D,R,A,W,C,Y,Q,P,F,N
Annulus,120,19,Native American,male,4,6,2,14,-11,0,9,11,K,SW,2,2,23,,F,W,Y,N,O,X,P,G,H,C,V,L,M,I,R,D,S,B,U,E,Z,A,K,T,Q,J
Annulus,120,19,Native American,male,4,7,9,3,-13,0,10,19,W,V,2,2,13,6,N,L,X,H,U,V,O,J,G,Q,Z,K,W,I,T,E,S,B,R,D,P,C,Y,A,F,M
Annulus,120,19,Native American,male,4,8,3,0,14,0,9,12,A,F,2,2,9,26,O,Y,T,J,N,X,W,S,A,V,D,Z,K,U,Q,E,R,B,H,L,G,P,M,C,I,F
Annulus,120,19,Native American,male,4,9,3,1,-9,0,10,13,M,N,2,2,11,4,O,K,F,N,B,V,E,R,T,P,M,W,H,U,X,Y,Q,G,J,Z,L,D,A,C,I,S
Annulus,120,19,Native American,male,4,10,6,-7,-14,0,8,14,N,,2,2,1,,N,H,G,C,L,O,W,P,Q,Y,V,M,F,I,D,J,K,T,Z,U,S,R,A,B,X,E
Annulus,120,19,Native American,male,4,11,1,-10,-11,0,10,11,MN,WE,1,1,,,A,I,N,E,B,F,R,J,K,U,D,H,V,X,O,P,L,Z,G,M,C,S,T,Q,Y,W
Annulus,120,19,Native American,male,4,12,3,18,7,0,8,11,E,N,2,1,26,18,C,V,P,A,L,F,I,R,W,O,X,D,T,S,U,Y,J,N,G,M,K,H,Q,B,Z,E
Annulus,120,19,Native American,male,4,13,6,7,-11,0,6,12,N,D,2,2,13,1,D,L,Y,O,V,S,B,T,E,W,X,J,N,C,R,G,H,K,Z,F,U,P,A,I,M,Q
Annulus,120,19,Native American,male,4,14,1,11,4,0,10,11,J,E,2,2,21,15,F,P,Z,A,C,V,S,B,D,I,T,U,Y,W,E,Q,K,G,O,H,J,M,X,L,R,N
Annulus,120,19,Native American,male,4,15,6,4,-2,0,8,14,D,D,3,2,12,12,L,X,F,M,H,C,N,Z,W,B,T,D,U,O,K,R,A,E,I,Y,S,V,G,Q,P,J
Annulus,120,19,Native American,male,4,16,9,-1,-13,0,10,19,A,S,1,,9,6,D,I,E,N,Y,S,K,P,A,Q,H,B,G,Z,R,T,M,X,O,C,J,W,V,F,L,U
Annulus,120,19,Native American,male,4,17,6,5,-1,0,9,15,M,M,2,3,14,14,S,F,B,K,Z,D,G,T,N,R,W,L,Y,M,A,Q,X,J,P,V,C,I,U,E,H,O
Annulus,120,19,Native American,male,4,18,2,17,-3,0,6,8,R,D,3,2,23,5,V,X,T,L,D,A,F,K,S,E,N,B,Q,W,M,Y,Z,O,P,G,U,J,R,C,I,H
Annulus,120,19,Native American,male,4,19,3,3,16,0,6,9,C,D,3,2,9,25,E,A,M,P,N,J,F,V,C,I,B,L,U,K,X,Z,T,Q,H,G,R,S,W,O,D,Y
Annulus,120,19,Native American,male,4,20,3,-8,-8,0,10,13,E,D,3,3,2,5,J,E,R,W,D,A,V,C,G,L,I,Q,K,P,X,F,Z,S,U,N,Y,T,O,M,B,H
Annulus,120,19,Native American,male,4,21,6,2,-16,0,10,16,H,,,2,12,,I,Y,O,Q,R,J,B,T,K,A,X,H,P,Z,M,C,E,F,G,V,S,U,N,D,W,L
Annulus,120,19,Native American,male,4,22,1,13,-3,0,6,7,C,W,,,19,4,N,Y,V,W,Q,G,L,F,H,M,E,O,D,T,I,P,K,U,C,S,B,Z,J,X,R,A
Annulus,120,19,Native American,male,4,23,1,1,-5,0,8,9,N,F,2,1,9,4,C,K,O,F,Y,X,T,A,N,I,H,G,D,M,S,B,W,L,U,E,Q,J,Z,R,V,P
Annulus,120,19,Native American,male,4,24,1,5,-1,1,9,10,X,A,1,2,14,9,I,G,O,Z,J,Q,V,P,A,W,T,U,R,X,K,E,L,B,S,N,F,C,D,Y,M,H
Annulus,120,19,Native American,male,4,25,3,4,-3,1,9,12,F,S,3,2,13,9,J,L,R,V,C,Z,B,O,S,U,T,Q,F,Y,E,G,N,H,M,X,I,P,K,W,D,A
Annulus,120,19,Native American,male,4,26,2,2,0,0,8,10,D,D,2,2,10,10,Z,S,N,Q,I,P,W,T,O,D,E,M,X,L,J,U,B,Y,A,F,C,V,K,G,H,R
Annulus,120,19,Native American,male,4,27,3,1,-11,0,8,11,W,,,3,9,,Z,O,A,Q,H,T,Y,M,W,U,I,N,J,C,P,X,D,V,F,R,E,B,L,K,S,G
Annulus,120,19,Native American,male,4,28,9,-4,-15,0,6,15,A,,2,,2,,S,A,I,R,L,Z,M,O,T,C,H,P,F,B,E,D,K,J,X,G,Y,V,U,Q,N,W
Annulus,120,19,Native American,male,4,29,2,-3,-5,0,7,9,F,F,2,2,4,4,T,C,S,F,Y,O,L,N,W,B,A,U,R,I,V,H,Z,E,D,K,M,P,Q,G,X,J
Annulus,120,19,Native American,male,4,30,1,0,-1,1,7,8,D,D,3,,7,7,Y,A,H,L,J,B,D,T,Z,M,S,P,Q,W,V,U,I,C,R,N,F,G,O,K,X,E
Annulus,120,19,Native American,male,4,31,1,3,2,0,8,9,E,E,3,3,11,11,Q,B,Y,I,K,R,G,Z,T,A,E,N,C,S,F,W,P,M,V,U,D,L,O,J,H,X
Annulus,120,19,Native American,male,4,32,6,4,-9,0,10,16,S,C,3,3,14,7,O,W,P,Z,F,M,C,D,B,J,E,A,V,S,U,H,R,N,Q,I,L,X,T,K,Y,G
Annulus,120,19,Native American,male,4,33,9,-1,-3,0,8,17,B,D,3,2,7,14,O,F,T,S,H,Y,B,W,U,E,V,I,G,D,N,Z,J,A,R,Q,X,L,K,C,M,P
Annulus,120,19,Native American,male,4,34,3,10,7,0,7,10,D,D,3,2,17,17,Z,U,C,N,S,I,W,Q,P,E,R,V,T,B,K,F,D,H,M,O,L,G,A,J,X,Y
Annulus,120,19,Native American,male,4,35,2,-4,10,0,9,11,K,E,3,2,5,21,F,A,Z,D,K,V,X,J,H,W,M,C,P,U,Y,G,I,T,Q,R,E,S,N,L,O,B
Annulus,120,19,Native American,male,4,36,2,-8,3,0,8,10,,V,,,,13,A,C,I,T,R,Y,B,U,P,M,X,F,V,E,O,S,Q,G,J,Z,N,D,L,W,H,K
Annulus,120,19,Native American,male,4,37,2,-10,5,0,10,12,DS,A,2,2,,17,T,Y,F,D,V,U,O,Z,B,X,W,G,R,I,L,K,A,N,S,C,M,H,Q,E,J,P
Annulus,120,19,Native American,male,4,38,9,13,-12,0,8,17,V,C,3,,21,5,Y,A,H,U,C,D,S,M,K,F,N,Z,P,E,W,T,R,B,I,O,V,Q,X,G,J,L
Annulus,120,19,Native American,male,4,39,2,2,-8,0,6,8,D,,2,,8,,Z,P,X,H,V,W,M,D,N,K,E,I,T,G,Y,Q,U,S,C,J,A,L,R,B,O,F
Annulus,120,19,Native American,male,4,40,1,-5,-6,0,6,7,D,D,3,2,1,1,D,Y,E,X,A,P,O,F,N,H,S,W,Z,J,R,L,C,G,Q,K,B,T,U,V,M,I
Annulus,120,19,Native American,male,4,41,6,-4,-12,0,6,12,H,GF,3,3,2,,C,H,L,Q,F,E,M,S,B,V,J,X,D,K,U,O,P,G,I,T,A,N,Z,Y,W,R
Annulus,120,19,Native American,male,4,42,9,1,-11,0,6,15,Z,A,3,1,7,4,T,M,P,A,F,J,Z,S,R,L,Q,G,Y,C,D,W,I,E,H,X,K,O,B,U,N,V
Annulus,120,19,Native American,male,4,43,9,11,-4,0,9,18,R,F,3,3,20,14,G,Z,S,H,C,N,K,J,U,Y,T,E,P,F,D,L,I,X,A,R,W,O,Q,B,M,V
Annulus,120,19,Native American,male,4,44,6,10,-6,1,7,13,N,D,2,2,17,7,Z,J,F,K,Y,C,D,W,G,R,S,H,V,X,A,O,N,M,E,U,B,L,T,Q,I,P
Annulus,120,19,Native American,male,4,45,6,17,-12,0,7,13,J,D,2,2,24,1,D,S,L,E,C,Y,K,U,H,W,X,F,M,A,G,T,N,Q,P,V,R,Z,I,J,O,B
Annulus,120,19,Native American,male,4,46,2,1,16,0,7,9,F,D,2,2,8,25,Q,H,Z,N,K,U,C,F,Y,J,A,X,O,S,B,E,M,V,G,T,P,R,I,L,D,W
Annulus,120,19,Native American,male,4,47,2,-10,-12,0,10,12,,MM,,2,,,Y,U,H,Q,E,O,I,D,W,G,C,S,A,T,L,B,M,Z,K,V,J,X,R,F,P,N
Annulus,120,19,Native American,male,4,48,9,1,5,0,7,16,N,M,3,2,8,21,D,W,Q,F,G,E,R,N,H,X,A,B,Z,K,P,O,Y,C,V,T,M,J,I,U,S,L
Annulus,120,19,Native American,male,4,49,6,-4,-15,0,9,15,N,,2,,5,,M,R,H,Z,N,Q,J,K,S,O,A,D,F,I,T,V,W,G,U,E,Y,C,X,L,P,B
Annulus,120,19,Native American,male,4,50,1,4,5,0,7,8,D,E,1,2,11,13,S,O,N,M,H,L,W,V,K,U,D,J,E,A,R,C,Y,T,I,F,Z,P,Q,X,G,B
Annulus,120,19,Native American,male,5,1,2,-5,0,0,8,10,D,C,2,3,3,10,A,L,D,W,N,T,J,P,S,C,Y,K,E,M,V,Z,U,O,H,F,Q,I,X,G,R,B
Annulus,120,19,Native American,male,5,2,3,-9,-12,0,9,12,,,2,,,,E,U,X,H,P,Z,R,C,Y,D,G,K,N,O,A,J,L,V,M,S,Q,F,T,W,B,I
Annulus,120,19,Native American,male,5,3,6,12,-13,0,7,13,V,,,,19,,P,C,G,W,D,H,O,U,X,Y,Q,N,R,M,T,E,L,B,V,Z,J,F,K,S,A,I
Annulus,120,19,Native American,male,5,4,6,2,-4,0,10,16,C,C,2,2,12,12,T,R,L,N,O,S,P,V,W,H,X,C,I,J,E,B,U,M,Y,Z,A,G,K,F,D,Q
Annulus,120,19,Native American,male,5,5,3,6,-11,0,8,11,D,,2,3,14,,G,F,J,I,C,V,H,O,T,N,L,X,E,D,Z,W,P,R,M,Y,Q,S,A,B,U,K
Annulus,120,19,Native American,male,5,6,1,16,-6,0,8,9,S,W,2,1,24,3,A,I,W,K,H,F,V,D,E,R,C,L,Z,P,J,B,O,N,T,U,Y,X,M,S,Q,G
Annulus,120,19,Native American,male,5,7,6,-3,10,0,6,12,M,D,3,2,3,22,P,C,M,K,Z,F,Y,E,O,U,N,J,I,T,A,B,G,R,X,Q,H,D,L,S,V,W
Annulus,120,19,Native American,male,5,8,2,9,10,0,10,12,D,E,3,3,19,22,G,S,O,H,U,A,T,P,L,Q,V,Z,Y,R,X,B,C,W,D,N,M,E,K,J,F,I
Annulus,120,19,Native American,male,5,9,2,14,-1,0,7,9,D,S,3,3,21,8,P,C,L,Y,G,Z,T,S,W,A,Q,F,H,B,E,N,R,O,J,V,D,I,M,K,U,X
Annulus,120,19,Native American,male,5,10,6,-10,-16,0,10,16,,EL,3,3,,,A,J,O,L,P,S,E,C,T,G,V,H,K,I,U,W,Z,X,M,B,F,Q,N,D,Y,R
Annulus,120,19,Native American,male,5,11,6,-8,-14,0,8,14,,,2,,,,Y,Q,E,L,X,T,D,K,G,H,N,S,V,U,O,P,B,A,I,R,W,C,Z,M,J,F
Annulus,120,19,Native American,male,5,12,3,7,-5,0,10,13,E,D,2,2,17,8,Z,N,S,F,H,X,L,D,Y,K,I,W,Q,V,M,U,E,P,G,B,A,T,R,O,J,C
Annulus,120,19,Native American,male,5,13,2,0,7,0,9,11,A,D,2,3,9,18,I,V,H,Q,Z,C,S,N,A,G,E,R,U,K,J,L,T,D,F,Y,B,O,P,W,M,X
Annulus,120,19,Native American,male,5,14,6,0,8,0,9,15,X,C,3,,9,23,D,Q,P,Y,K,J,T,O,X,N,R,A,G,S,V,U,L,F,M,Z,B,E,C,H,I,W
Annulus,120,19,Native American,male,5,15,9,10,5,0,7,16,S,D,3,2,17,21,I,T,U,Q,J,N,M,O,A,W,X,Z,P,L,V,H,S,K,B,Y,D,C,F,G,E,R
Annulus,120,19,Native American,male,5,16,9,-8,-13,0,9,18,W,D,2,3,1,5,W,I,K,H,D,X,Z,Q,V,C,E,T,A,S,P,F,R,L,U,J,M,Y,G,B,O,N
